Player,LR Predicted Score,RF Predicted Score,XGB Predicted Score,NN Predicted Score,Bayesian Predicted Score
Floyd Eddings,-0.44,0.06,0.04,0.62,-0.45
Floyd Hodge,0.11,0.29,-0.07,1.13,0.11
Floyd Little,20.53,25.49,18.37,21.18,20.51
Floyd Raglin,-0.83,0.02,0.0,0.36,-0.84
Floyd Turner,7.22,4.86,4.61,6.62,7.22
Foster Moreau,3.96,3.43,0.19,3.36,3.95
Fozzy Whittaker,2.06,0.7,0.14,1.45,2.06
Fran Lynch,2.82,0.1,-0.05,1.05,2.82
Fran Tarkenton,15.46,25.62,54.25,13.48,15.38
Franco Harris,58.65,53.96,46.2,71.74,58.6
Frank Bianchini,-0.83,0.02,0.0,0.36,-0.84
Frank Cephous,-0.83,0.02,0.0,0.36,-0.84
Frank Darby,-0.77,0.02,0.0,0.4,-0.77
Frank Gore,52.87,64.68,38.13,70.01,52.93
Frank Grant,1.45,4.27,10.02,2.48,1.45
Frank Harris,-0.83,0.04,0.02,0.35,-0.83
Frank Hartley,0.4,0.18,0.05,1.17,0.4
Frank Harvey,-0.83,0.02,0.0,0.36,-0.84
Frank Hawkins,8.59,1.81,2.15,4.69,8.58
Frank Lewis,5.69,15.66,10.27,6.32,5.7
Frank Lockett,-0.83,0.02,0.0,0.36,-0.84
Frank Middleton,1.26,0.05,0.04,0.84,1.25
Frank Miotke,-0.83,0.02,0.0,0.36,-0.84
Frank Moreau,1.48,0.04,-0.02,0.9,1.47
Frank Murphy,-0.49,0.03,-0.04,0.47,-0.49
Frank Patrick,-1.0,0.02,-0.01,0.35,-1.0
Frank Pillow,-0.52,0.03,-0.01,0.57,-0.52
Frank Pitts,0.8,1.13,2.17,1.78,0.8
Frank Pokorny,-0.83,0.02,0.0,0.36,-0.84
Frank Pollard,14.41,7.36,2.79,13.86,14.4
Frank Reich,1.5,0.93,-0.1,1.35,1.48
Frank Ryan,-0.84,0.02,0.0,0.36,-0.84
Frank Sanders,15.02,9.59,2.25,14.64,15.05
Frank Seurer,-1.14,0.06,0.13,0.25,-1.12
Frank Summers,0.41,0.04,-0.05,0.67,0.4
Frank Wainright,-0.62,0.03,-0.01,0.49,-0.62
Frank Wilson,-0.83,0.02,0.0,0.36,-0.84
Frank Wycheck,13.31,11.24,13.21,11.41,13.3
Frankie Hammond,-0.68,0.08,0.01,0.45,-0.69
Frankie Neal,-0.23,0.03,-0.04,0.72,-0.23
Fred Arbanas,-0.72,0.02,0.0,0.42,-0.73
Fred Banks,1.33,1.19,1.36,2.09,1.32
Fred Barnett,9.52,8.45,11.54,8.91,9.52
Fred Baxter,2.99,0.77,-0.62,2.91,2.98
Fred Beasley,6.53,1.48,-1.93,3.82,6.53
Fred Biletnikoff,4.79,21.64,33.11,6.35,4.81
Fred Brock,-0.71,0.02,0.0,0.43,-0.72
Fred Brown,-0.79,0.02,0.0,0.38,-0.8
Fred Coleman,-0.78,0.02,0.0,0.39,-0.78
Fred Cornwell,-0.72,0.02,0.0,0.42,-0.73
Fred Davis,4.12,1.23,1.4,4.07,4.12
Fred DiRenzo,-0.83,0.02,0.01,0.36,-0.84
Fred Hyatt,-0.75,0.02,0.0,0.4,-0.76
Fred Jackson,22.52,21.09,13.76,23.81,22.54
Fred Jones,0.48,0.36,0.53,1.09,0.48
Fred Lane,6.5,2.61,2.07,4.39,6.5
Fred McAfee,4.05,1.68,0.45,1.63,4.05
Fred McCrary,2.66,2.39,0.99,2.7,2.65
Fred Nixon,-0.41,0.04,-0.03,0.31,-0.42
Fred Pagac,-0.72,0.02,0.01,0.42,-0.73
Fred Rayhle,-0.83,0.02,0.0,0.36,-0.84
Fred Taylor,39.36,40.12,33.8,50.38,39.39
Fred Willis,12.27,10.8,5.22,7.81,12.26
Freddie Bradley,-0.77,0.03,0.03,0.33,-0.77
Freddie Douglas,-0.79,0.02,0.0,0.38,-0.8
Freddie Jones,11.3,8.54,7.58,10.84,11.31
Freddie Martino,-0.46,0.03,-0.04,0.49,-0.46
Freddie Mitchell,2.33,1.99,-0.74,2.86,2.32
Freddie Parker,-0.78,0.06,0.15,0.37,-0.79
Freddie Scott,4.22,6.01,2.93,4.31,4.22
Freddie Solomon,10.81,9.15,12.73,7.61,10.82
Freddie Swain,0.78,0.36,-0.32,1.16,0.77
Freeman Johns,-0.83,0.02,0.0,0.36,-0.84
Freeman McNeil,28.59,31.9,20.03,35.76,28.58
Frisman Jackson,0.19,0.25,0.2,1.19,0.18
Gabe Crecion,-0.83,0.02,0.0,0.36,-0.84
Gabe Holmes,-0.82,0.02,0.0,0.37,-0.83
Gabe Nabers,-0.46,0.04,0.02,0.36,-0.47
Gabe Reid,-0.62,0.03,-0.01,0.49,-0.62
Gabriel Davis,7.15,3.56,3.06,6.42,7.14
Gail Cogdill,-0.74,0.02,0.0,0.41,-0.74
Gale Gilbert,-0.47,0.04,-0.11,0.44,-0.46
Gardner Minshew II,2.21,1.22,0.33,3.0,2.32
Gari Scott,-0.78,0.02,0.0,0.39,-0.78
Garland Jean-Batiste,-0.83,0.03,0.05,0.36,-0.83
Garrett Celek,2.34,1.11,0.2,2.17,2.34
Garrett Dickerson,-0.83,0.02,0.0,0.36,-0.84
Garrett Gilbert,-1.3,0.03,-0.01,0.35,-1.28
Garrett Graham,2.74,0.8,-0.89,2.89,2.73
Garrett Griffin,-0.77,0.02,0.0,0.4,-0.77
Garrett Limbrick,-0.66,0.04,0.02,0.34,-0.67
Garrett Mills,-0.6,0.03,-0.01,0.5,-0.61
Garrett Wilson,7.21,4.7,8.53,7.44,7.21
Garrett Wolfe,-0.06,0.04,0.01,0.53,-0.07
Garrison Hearst,21.38,30.3,23.17,28.1,21.41
Garry James,7.32,1.34,0.9,3.16,7.31
Gartrell Johnson,-0.72,0.03,0.03,0.38,-0.73
Gary Allen,-0.46,0.05,-0.28,0.27,-0.47
Gary Anderson,15.86,7.2,8.1,12.11,15.85
Gary Arthur,-0.82,0.02,0.0,0.37,-0.83
Gary Ballman,0.38,0.22,0.14,1.29,0.38
Gary Banks,-0.79,0.02,0.0,0.38,-0.8
Gary Barnidge,4.7,2.91,0.62,4.59,4.7
Gary Brightwell,-0.11,0.04,0.01,0.55,-0.11
Gary Brown,12.29,10.92,9.25,12.82,12.3
Gary Butler,-0.59,0.04,0.25,0.38,-0.6
Gary Clark,13.64,16.96,35.96,13.71,13.66
Gary Collins,-0.16,0.04,-0.04,0.8,-0.16
Gary Cuozzo,-0.22,0.19,-0.11,0.45,-0.17
Gary Danielson,8.69,6.06,5.55,7.98,8.74
Gary Davis,4.98,1.13,0.45,1.61,4.97
Gary Downs,-0.57,0.06,-0.17,0.43,-0.57
Gary Ellerson,3.92,0.18,-0.13,1.19,3.91
Gary Garrison,-0.82,0.02,0.0,0.37,-0.83
Gary Hammond,-0.38,0.07,-0.12,0.31,-0.38
Gary Harrell,-0.82,0.02,0.0,0.37,-0.83
Gary Hayman,-0.47,0.04,0.01,0.23,-0.48
Gary Hogeboom,2.47,1.65,0.06,2.95,2.6
Gary Huff,0.4,0.45,-0.48,1.66,0.54
Gary Jennings Jr,-0.83,0.02,0.0,0.36,-0.84
Gary Keithley,-0.56,0.1,0.18,0.21,-0.55
Gary Kosins,-0.03,0.03,0.04,0.38,-0.04
Gary Kubiak,2.16,0.11,-0.01,0.58,2.12
Gary Lee,0.07,0.05,-0.04,0.79,0.06
Gary Lewis,-0.1,0.05,0.04,0.65,-0.1
Gary Marangi,3.05,0.16,-0.27,0.54,2.99
Gary Mullen,-0.81,0.02,0.0,0.38,-0.81
Gary Parris,-0.1,0.17,0.06,0.87,-0.11
Gary Russell,0.77,0.04,0.03,0.85,0.76
Gary Shirk,1.98,0.87,0.29,2.16,1.97
Gary Wellman,0.49,0.47,0.35,1.54,0.49
Gary Wilkins,-0.25,0.21,0.04,0.81,-0.25
Gary Williams,-0.83,0.02,0.0,0.36,-0.84
Gaston Green,3.92,1.83,1.88,1.79,3.93
Gator Hoskins,-0.78,0.02,0.0,0.39,-0.78
Gavin Escobar,0.73,0.19,0.12,0.87,0.73
Gayle Knief,-0.79,0.02,0.0,0.38,-0.8
Gehrig Dieter,-0.77,0.02,0.0,0.4,-0.77
Gene Branton,-0.83,0.02,0.0,0.36,-0.84
Gene Foster,-0.57,0.03,-0.05,0.36,-0.57
Gene Lang,7.12,1.98,0.21,2.99,7.12
Gene Taylor,-0.74,0.02,0.0,0.41,-0.74
Gene Washington,2.56,7.4,8.0,3.65,2.56
Geno Smith,4.85,7.0,1.98,7.88,5.08
Geno Zimmerlink,-0.83,0.02,0.0,0.36,-0.84
Geoff Swaim,1.77,0.61,-0.21,2.33,1.77
George Adams,3.61,1.19,1.46,1.44,3.61
George Amundson,1.59,0.05,-0.01,0.99,1.58
George Atkinson,-0.38,0.24,0.04,0.43,-0.38
George Blanda,1.57,0.06,-0.31,0.52,1.48
George Farmer,1.96,3.7,6.31,3.1,1.96
George Franklin,-0.71,0.07,0.06,0.33,-0.72
George Holani,-0.82,0.03,0.28,0.37,-0.82
George Jones,0.14,0.05,0.03,0.51,0.14
George Kittle,14.39,29.15,44.02,15.06,14.38
George Layne,-0.75,0.06,0.15,0.38,-0.76
George Mira,-0.69,0.19,-0.01,0.34,-0.7
George Nock,4.28,0.21,-0.09,1.16,4.27
George Peoples,-0.83,0.04,0.02,0.35,-0.83
George Pickens,5.02,4.09,1.79,4.71,5.01
George Ragsdale,0.23,0.07,-0.16,0.29,0.22
George Rogers,31.75,34.21,29.21,37.08,31.72
George Shorthose,-0.83,0.02,0.0,0.36,-0.84
George Swarn,-0.83,0.02,0.0,0.36,-0.84
George Thomas,0.03,0.37,0.31,1.16,0.03
George Wilson,-0.83,0.02,0.0,0.36,-0.84
George Winn,-0.77,0.03,0.03,0.35,-0.77
George Wonsley,5.11,2.09,3.34,1.75,5.1
George Wrighster,2.21,0.63,-0.03,2.42,2.2
Gerald Alphin,-0.78,0.02,0.0,0.39,-0.78
Gerald Carter,3.37,1.67,0.27,3.87,3.37
Gerald Christian,-0.81,0.02,0.0,0.38,-0.81
Gerald Everett,7.8,5.63,3.7,6.89,7.8
Gerald McNeil,0.95,0.42,-0.05,0.62,0.94
Gerald Riggs,40.01,39.67,30.22,46.64,39.98
Gerald Tinker,-0.27,0.07,-0.01,0.31,-0.27
Gerald White,-0.77,0.02,0.07,0.4,-0.77
Gerald Willhite,12.2,3.23,1.74,6.17,12.19
Gerell Robinson,-0.82,0.02,0.0,0.37,-0.83
Geremy Davis,-0.71,0.02,0.0,0.43,-0.72
Germane Crowell,5.89,4.73,3.35,5.56,5.89
Geronimo Allison,1.88,1.08,0.58,2.45,1.88
Gerry Ellis,19.32,12.16,13.13,17.84,19.31
Gibran Hamdan,-0.85,0.02,0.0,0.36,-0.85
Gifford Nielsen,1.6,0.27,2.22,0.93,1.59
Gijon Robinson,-0.09,0.18,0.06,0.88,-0.09
Gil Chapman,-0.71,0.02,-0.03,0.33,-0.71
Gilbert Harris,-0.78,0.06,0.28,0.39,-0.78
Gill Fenerty,2.88,0.26,-0.07,1.1,2.87
Gilvanni Johnson,-0.83,0.02,0.0,0.36,-0.84
Gino Torretta,-0.61,0.03,0.03,0.38,-0.62
Giovani Bernard,18.68,8.02,6.61,14.55,18.69
Giovanni Ricci,-0.67,0.03,-0.01,0.45,-0.67
Glen Bonner,1.14,0.05,0.01,0.62,1.13
Glen Coffee,-0.06,0.04,0.01,0.56,-0.06
Glen Kozlowski,-0.15,0.05,-0.03,0.67,-0.16
Glen Young,-0.34,0.09,-0.01,0.36,-0.35
Glenn Alexander,-0.78,0.02,0.0,0.39,-0.78
Glenn Antrum,-0.83,0.02,0.0,0.36,-0.84
Glenn Carano,-0.11,0.04,-0.03,0.3,-0.13
Glenn Dennison,-0.59,0.04,-0.0,0.51,-0.59
Glenn Doughty,2.59,6.99,8.91,3.45,2.6
Glenn Ellison,-0.83,0.02,0.0,0.36,-0.84
Glenn Foley,-1.29,0.06,0.13,0.6,-1.24
Glenn Gronkowski,-0.83,0.02,0.0,0.36,-0.84
Glenn Holt,-0.1,0.05,-0.03,0.73,-0.1
Glenn Martinez,-0.35,0.03,-0.01,0.72,-0.36
Glenn Scolnik,-0.83,0.02,0.0,0.36,-0.84
Glenn Winston,-0.84,0.1,0.09,0.37,-0.84
Gloster Richardson,-0.24,0.03,0.04,0.71,-0.25
Glyn Milburn,3.82,1.72,-0.26,3.09,3.82
Glynn Harrison,-0.69,0.04,0.09,0.31,-0.7
Godwin Igwebuike,-0.19,0.12,-0.04,0.51,-0.2
Golden Richards,1.53,1.16,1.5,2.04,1.53
Golden Tate,19.01,13.71,7.39,18.52,19.01
Gordon Banks,0.44,0.15,-0.15,0.67,0.43
Gordon Bell,1.18,0.1,-0.02,0.65,1.18
Gordon Bowdell,-0.82,0.02,0.0,0.37,-0.83
Gordon Brown,-0.24,0.03,-0.05,0.37,-0.25
Gordon Hudson,-0.54,0.03,-0.04,0.42,-0.55
Gordon Jones,0.73,0.68,0.12,1.68,0.72
Gordon Laro,-0.82,0.02,0.0,0.37,-0.83
Grady Richardson,-0.83,0.02,0.0,0.36,-0.84
Graham Harrell,-0.87,0.02,-0.11,0.36,-0.87
Grant Calcaterra,-0.13,0.98,1.54,0.83,-0.13
Grant Dubose,-0.78,0.02,0.0,0.39,-0.78
Grant Mattos,-0.82,0.02,0.0,0.37,-0.83
Greg Allen,-0.71,0.04,0.03,0.31,-0.71
Greg Baty,0.9,0.32,0.19,1.6,0.89
Greg Bell,29.16,31.7,39.44,31.2,29.12
Greg Boone,-0.83,0.02,0.0,0.36,-0.84
Greg Boykin,0.83,0.05,0.0,0.59,0.83
Greg Camarillo,2.87,3.21,3.78,3.73,2.87
Greg Clark,1.57,0.82,0.68,2.38,1.57
Greg Comella,1.17,1.59,1.39,2.25,1.17
Greg Cook,-0.85,0.02,-0.19,0.36,-0.86
Greg DeLong,0.24,0.21,0.14,1.26,0.24
Greg Dortch,2.17,1.95,1.27,2.53,2.17
Greg Dulcich,0.37,0.21,0.14,1.27,0.37
Greg Estandia,-0.23,0.35,0.76,0.86,-0.23
Greg Hawthorne,4.76,0.53,-0.0,1.91,4.75
Greg Hill,7.07,3.06,0.51,6.68,7.09
Greg Jenkins,-0.82,0.02,0.0,0.37,-0.83
Greg Jennings,19.76,24.73,27.39,23.59,19.75
Greg Jones,6.83,1.41,-0.78,3.14,6.82
Greg Knafelc,-0.83,0.02,0.0,0.36,-0.84
Greg LaFleur,0.39,0.18,0.05,1.15,0.38
Greg Landry,15.78,14.42,20.14,15.87,15.78
Greg Lathan,-0.77,0.02,0.0,0.4,-0.77
Greg Latta,0.51,1.4,-0.01,1.58,0.51
Greg Lewis,8.31,1.65,1.51,4.58,8.3
Greg Little,4.54,3.74,0.33,5.2,4.54
Greg McCrary,-0.53,0.06,0.04,0.55,-0.53
Greg McElroy,-0.88,0.06,0.12,0.37,-0.88
Greg McMurtry,2.46,3.59,1.3,3.25,2.46
Greg Meehan,-0.67,0.04,0.02,0.33,-0.68
Greg Oliver,-0.81,0.04,0.02,0.36,-0.82
Greg Olsen,22.5,25.28,16.66,24.81,22.5
Greg Paterra,-0.53,0.07,0.14,0.31,-0.53
Greg Primus,-0.78,0.02,0.0,0.39,-0.78
Greg Pruitt,28.71,28.88,19.31,33.99,28.62
Greg Richardson,-0.72,0.02,-0.03,0.32,-0.73
Greg Robinson,0.78,0.74,1.05,0.67,0.78
Greg Salas,0.9,0.61,0.73,1.51,0.9
Greg Scales,-0.55,0.03,-0.01,0.54,-0.55
Greg Taylor,-0.83,0.02,0.0,0.36,-0.84
Greg Ward,2.06,1.11,1.96,2.15,2.06
Greg Werner,-0.72,0.02,0.0,0.42,-0.73
Gregg Garrity,0.63,0.35,0.26,1.44,0.63
Gregg Guenther,-0.79,0.02,0.0,0.38,-0.8
Gregory Clifton,-0.79,0.02,0.0,0.38,-0.8
Griff Whalen,0.59,0.22,0.26,1.39,0.59
Guido Merkens,0.47,0.17,-0.08,0.69,0.46
Gunnard Twyner,-0.74,0.02,0.0,0.41,-0.74
Gunner Olszewski,-0.42,0.05,-0.05,0.46,-0.42
Gus Edwards,14.5,7.61,4.01,14.74,14.49
Gus Frerotte,0.86,3.47,2.18,4.76,1.15
Guy Benjamin,-0.56,0.02,-0.05,0.38,-0.56
Hakeem Butler,-0.82,0.02,0.0,0.37,-0.83
Hakeem Nicks,11.19,7.66,10.5,9.88,11.19
Hakeem Valles,-0.77,0.02,0.0,0.4,-0.77
Hale Hentges,-0.53,0.03,-0.04,0.43,-0.53
Hank Baskett,1.66,0.66,0.77,2.21,1.66
Hank Bauer,7.47,0.99,-0.26,2.62,7.45
Hank Bjorklund,-0.32,0.05,-0.01,0.23,-0.32
Harlan Huckleby,5.54,0.46,0.27,1.84,5.53
Harmon Wages,2.09,0.22,0.09,0.84,2.08
Harold Bailey,-0.47,0.06,0.83,0.6,-0.48
Harold Bishop,-0.44,0.03,-0.01,0.64,-0.44
Harold Carmichael,9.45,13.91,35.42,9.22,9.45
Harold Green,11.32,5.91,5.88,10.79,11.35
Harold Hart,2.48,0.11,-0.14,0.64,2.47
Harold Jackson,7.04,23.88,33.4,8.08,7.05
Harold Morrow,-0.55,0.05,0.03,0.49,-0.55
Harold Ricks,-0.01,0.04,-0.08,0.29,-0.01
Harold Shaw,-0.73,0.03,0.04,0.4,-0.73
Harper LeBel,-0.59,0.03,-0.03,0.3,-0.6
Harrison Bryant,2.23,1.31,3.8,2.3,2.23
Harrison Davis,-0.48,0.03,0.05,0.48,-0.48
Harry Douglas,7.86,9.95,15.39,8.19,7.87
Harry Holt,0.93,0.4,0.01,1.26,0.92
Harry Jones,-0.8,0.03,0.11,0.35,-0.81
Harry Sydney,5.96,0.98,0.03,2.3,5.94
Harry Washington,-0.82,0.02,0.0,0.37,-0.83
Harry Williams,-0.83,0.02,0.0,0.36,-0.84
Harry Wilson,-0.83,0.02,0.0,0.36,-0.84
Hart Lee Dykes,0.65,0.39,1.46,1.45,0.64
Harvey Williams,14.34,12.32,14.95,12.8,14.33
Haskel Stanback,15.58,10.89,4.83,12.25,15.55
Hason Graham,-0.09,0.04,-0.04,0.75,-0.09
Hassan Haskins,0.44,0.04,0.03,0.63,0.44
Hassan Jones,3.65,2.62,3.12,4.19,3.66
Haven Moses,4.62,6.07,0.79,4.93,4.62
Hayden Hurst,4.91,2.66,0.79,4.69,4.91
Hayden Smith,-0.82,0.02,0.0,0.37,-0.83
Hayward Clay,-0.74,0.02,0.0,0.41,-0.74
Haywood Jeffires,13.3,10.42,3.6,12.15,13.31
Heath Evans,2.69,0.3,0.13,1.5,2.69
Heath Miller,15.63,16.74,9.87,16.09,15.63
Heath Sherman,6.92,2.24,1.64,3.43,6.92
Heath Shuler,-1.88,0.83,0.07,0.74,-1.77
Hendon Hooker,-0.93,0.02,-0.0,0.36,-0.93
Henry Bailey,-0.73,0.02,0.07,0.42,-0.73
Henry Burris,-0.26,0.04,0.01,0.4,-0.29
Henry Childs,3.13,6.11,12.88,3.69,3.13
Henry Dyer,-0.51,0.04,0.04,0.27,-0.52
Henry Ellard,20.12,25.58,22.27,19.97,20.13
Henry Hynoski,-0.07,0.05,-0.05,0.68,-0.08
Henry Krieger-Coble,-0.82,0.02,0.0,0.37,-0.83
Henry Lusk,-0.17,0.41,0.16,0.91,-0.18
Henry Marshall,6.78,11.32,9.15,6.55,6.79
Henry Matthews,-0.81,0.02,0.01,0.37,-0.81
Henry Odom,-0.6,0.05,-0.02,0.28,-0.61
Henry Pearson,-0.83,0.02,0.0,0.36,-0.84
Henry Ruggs III,0.73,0.32,0.37,1.33,0.73
Henry Williams,-0.67,0.02,-0.03,0.35,-0.67
Herb Haygood,-0.82,0.02,0.0,0.37,-0.83
Herb Lusk II,0.71,0.05,-0.05,0.55,0.71
Herb Mul-Key,0.3,0.09,0.11,0.21,0.29
Herb Waters,-0.83,0.02,0.0,0.36,-0.84
Herbert Goodman,-0.82,0.02,0.09,0.37,-0.83
Herbert Harris,-0.57,0.07,-0.0,0.4,-0.58
Herbert Johnson,-0.83,0.02,0.0,0.36,-0.84
Herkie Walls,-0.26,0.05,-0.05,0.62,-0.26
Herman Fontenot,2.81,1.26,1.25,2.22,2.8
Herman Heard,10.28,3.93,1.59,6.56,10.28
Herman Hunter,1.4,0.23,-0.1,0.87,1.38
Herman Moore,22.01,26.42,31.72,24.88,22.01
Herschel Walker,41.84,46.82,49.19,49.48,41.84
Hewritt Dixon,1.05,0.94,6.73,0.33,1.05
Hines Ward,30.83,34.64,37.44,37.01,30.83
Hoby Brenner,3.64,4.9,2.82,4.61,3.64
Hokie Gajan,6.35,1.93,4.43,2.54,6.33
Holden Smith,-0.81,0.02,0.0,0.38,-0.81
Homer Jones,-0.58,0.02,-0.03,0.4,-0.59
Horace Belton,1.53,0.09,-0.09,0.59,1.52
Horace Copeland,3.25,1.82,0.34,3.85,3.25
Horace Ivory,8.59,1.68,0.67,3.74,8.57
Horace King,8.04,2.31,0.67,3.91,8.05
Hosea Fortune,-0.72,0.02,-0.03,0.32,-0.73
Howard Cross,5.49,2.63,0.68,5.22,5.49
Howard Griffith,4.49,1.82,0.81,3.21,4.48
Howard Satterwhite,-0.62,0.02,-0.03,0.37,-0.63
Howard Stevens,4.73,2.69,2.45,3.3,4.7
Hoyle Granger,1.33,0.1,-0.1,0.69,1.32
Hubert Ginn,1.84,0.13,-0.07,0.28,1.83
Hubie Bryant,-0.07,0.09,0.02,0.46,-0.07
Hubie Oliver,2.41,0.58,-0.07,1.23,2.41
Hugh McKinnis,5.43,0.67,0.92,2.04,5.43
Hugh Millen,-2.29,0.46,-0.45,0.87,-2.04
Hunter Bryant,-0.79,0.02,0.0,0.38,-0.8
Hunter Goodwin,0.26,0.2,0.14,1.14,0.25
Hunter Henry,11.63,10.99,5.12,11.88,11.62
Hunter Kampmoyer,-0.83,0.02,0.0,0.36,-0.84
Hunter Long,-0.67,0.03,-0.01,0.45,-0.67
Hunter Luepke,-0.09,0.04,0.11,0.63,-0.1
Hunter Renfrow,6.09,4.81,7.94,5.76,6.09
Hunter Sharp,-0.6,0.02,-0.03,0.39,-0.6
I.M. Hipp,-0.83,0.02,0.0,0.36,-0.84
Ian Book,-1.05,0.03,-0.01,0.35,-1.04
Ian Bunting,-0.83,0.02,0.0,0.36,-0.84
Ian Smart,-0.8,0.04,0.05,0.37,-0.8
Ian Thomas,2.16,2.38,1.44,3.06,2.16
Ickey Woods,13.74,11.52,17.48,8.86,13.72
Ifeanyi Momah,-0.75,0.02,0.0,0.4,-0.76
Iheanyi Uwaezuoke,0.03,0.17,0.06,1.02,0.03
Ihmir Smith-Marsette,0.14,0.05,-0.14,0.54,0.13
Ike Forte,3.03,0.13,-0.15,0.99,3.02
Ike Harris,2.19,6.73,4.18,3.46,2.2
Ike Hill,0.54,0.3,-0.32,0.49,0.54
Ike Hilliard,15.63,7.34,2.12,13.97,15.64
Ike Thomas,-0.61,0.03,-0.03,0.29,-0.61
Ingle Martin,-0.84,0.02,0.07,0.36,-0.84
Ira Hillary,-0.35,0.03,-0.04,0.59,-0.36
Ira Matthews,1.03,0.2,-1.1,0.72,1.01
Ira Valentine,-0.8,0.03,0.28,0.37,-0.81
Irv Smith,4.75,1.57,0.3,4.51,4.74
Irv Smith Jr.,2.39,1.05,-0.42,2.5,2.39
Irvin Charles,-0.81,0.02,0.0,0.38,-0.81
Irving Fryar,25.73,25.58,18.59,29.35,25.73
Irving Spikes,3.77,0.69,0.91,1.49,3.76
Isaac Bruce,33.77,40.3,30.57,41.53,33.78
Isaac Byrd,2.31,1.03,-0.53,2.95,2.31
Isaac Curtis,6.05,12.3,21.82,6.59,6.06
Isaac Fruechte,-0.82,0.02,0.0,0.37,-0.83
Isaac Guerendo,1.32,0.05,-0.08,0.9,1.32
Isaac Hagins,0.88,0.47,0.4,1.42,0.88
Isaac Jones,-0.78,0.02,0.0,0.39,-0.78
Isaac Nauta,-0.77,0.02,0.0,0.4,-0.77
Isaac Redman,2.88,0.97,0.45,1.36,2.88
Isaac Smolko,-0.81,0.02,0.0,0.38,-0.81
Isaac Whitney,-0.82,0.02,0.0,0.37,-0.83
Isaiah Burse,-0.77,0.02,0.0,0.4,-0.77
Isaiah Coulter,-0.82,0.02,0.0,0.37,-0.83
Isaiah Crowell,14.9,9.04,5.21,14.51,14.91
Isaiah Davis,-0.05,0.04,0.03,0.46,-0.05
Isaiah Ford,0.73,0.68,0.6,1.67,0.73
Isaiah Green,-0.83,0.02,0.0,0.36,-0.84
Isaiah Hodgins,1.1,0.37,0.66,1.43,1.1
Isaiah Likely,2.93,0.93,1.39,2.57,2.92
Isaiah McKenzie,5.59,2.07,1.11,3.58,5.58
Isaiah Pead,-0.52,0.05,0.03,0.5,-0.52
Isaiah Spiller,-0.66,0.03,0.08,0.38,-0.66
Isaiah Stanback,-0.68,0.08,0.01,0.45,-0.69
Isaiah Williams,-0.79,0.02,0.0,0.38,-0.8
Isaiah Wright,-0.35,0.06,0.04,0.71,-0.35
Isaiah Zuber,-0.8,0.04,0.02,0.37,-0.8
Ishmael Hyman,-0.78,0.02,0.0,0.39,-0.78
Isiah Pacheco,7.04,2.75,2.31,4.67,7.04
Israel Abanikanda,-0.66,0.14,0.11,0.42,-0.66
Ito Smith,3.53,0.64,0.01,1.97,3.52
Itula Mili,4.12,1.14,1.39,4.07,4.12
Ivory Lee Brown,0.22,0.03,0.07,0.57,0.22
Ivy Joe Hunter,-0.65,0.14,0.02,0.41,-0.65
J'Mon Moore,-0.79,0.02,0.0,0.38,-0.8
J.D. Hill,2.05,6.17,8.13,3.05,2.06
J.D. McKissic,6.19,1.95,1.01,4.09,6.2
J.D. Runnels,-0.83,0.02,0.0,0.36,-0.84
J.J. Arrington,2.67,0.77,0.6,2.01,2.67
J.J. Birden,6.52,3.76,1.59,6.66,6.52
J.J. Johnson,2.23,0.05,-0.22,1.28,2.23
J.J. Jones,-0.59,0.03,0.01,0.27,-0.59
J.J. Koski,-0.83,0.02,0.0,0.36,-0.84
J.J. Moses,-0.83,0.02,0.0,0.36,-0.84
J.J. Stokes,10.26,7.65,6.64,9.07,10.26
J.J. Taylor,0.27,0.03,0.07,0.6,0.26
J.K. Dobbins,10.46,7.07,7.12,8.27,10.46
J.P. Foschi,0.05,0.17,0.06,0.91,0.05
J.P. Holtz,-0.71,0.02,0.0,0.43,-0.72
J.P. Losman,0.2,0.54,0.63,1.54,0.29
J.R. Redmond,1.54,0.63,0.53,1.49,1.54
J.R. Wilburn,-0.63,0.04,-0.08,0.35,-0.63
J.T. O'Sullivan,-1.16,0.03,-0.11,0.49,-1.13
J.T. Smith,8.61,9.97,9.4,8.5,8.61
J.T. Thomas,0.44,0.89,0.46,1.63,0.44
J.V. Cain,0.44,0.26,0.36,1.35,0.43
JJ Arcega-Whiteside,-0.24,0.03,-0.04,0.71,-0.24
JJ Jones,-0.82,0.02,0.0,0.37,-0.83
JJ Nelson,3.46,2.25,2.14,2.98,3.46
Ja'Lynn Polk,-0.15,0.04,-0.04,0.67,-0.16
Ja'Marcus Bradley,-0.63,0.03,-0.01,0.48,-0.63
Ja'Marr Chase,12.43,36.28,74.54,13.76,12.42
Ja'Tavion Sanders,-0.13,0.98,1.54,0.83,-0.13
JaJuan Dawson,0.59,0.38,0.62,1.52,0.59
JaMarcus Russell,-1.64,0.13,-0.05,0.86,-1.53
JaQuan Hardy,-0.38,0.06,0.15,0.43,-0.39
Jabar Gaffney,12.51,7.06,1.49,11.58,12.51
Jabari Holloway,-0.56,0.03,-0.01,0.53,-0.56
Jace Amaro,0.18,0.19,0.06,1.05,0.17
Jace Billingsley,-0.83,0.02,0.0,0.36,-0.84
Jace Sternberger,-0.5,0.03,-0.04,0.45,-0.51
