Player,Season,Passing Yds,Passing Tds,Rushing Yds,Rushing Tds,Receiving Yds,Receiving Tds,VBD
Jeff Christensen,1987,297,1,41,0,0,3,0
Bob Gagliano,1987,229,1,0,0,0,0,0
Sheldon Gaines,1987,0,0,0,0,9,1,0
David Hill,1987,0,0,0,0,11,0,0
Stan Hunter,1987,0,0,0,0,6,0,0
Rickey Isom,1987,0,0,41,1,1,0,0
Tim Jessie,1987,0,0,37,1,1,0,0
David Lewis,1987,0,0,0,0,6,0,0
Tim Manoa,1987,0,0,116,0,1,1,0
Buford McGee,1987,0,0,6,1,7,0,0
Jacque Robinson,1987,0,0,114,0,2,1,0
Martin Sartin,1987,0,0,52,1,6,2,0
Mike Varajon,1987,0,0,82,0,3,0,0
Cleve Wester,1987,0,0,113,0,0,0,0
Scott Williams,1987,0,0,29,0,4,0,0
David Adams,1987,0,0,49,1,1,2,0
Charlie Brown,1987,0,0,0,0,5,0,0
Paul Coffman,1987,0,0,0,0,5,0,0
Kenny Flowers,1987,0,0,61,0,7,1,0
Mel Gray,1987,0,0,37,1,6,3,0
Jimmy Hargrove,1987,0,0,38,1,1,0,0
Kevin Juma,1987,0,0,0,0,7,0,0
John Kamana,1987,0,0,0,0,7,1,0
Jamie Kurisko,1987,0,0,0,0,1,0,0
Greg Lathan,1987,0,0,0,0,5,0,0
Thad McFadden,1987,0,0,0,0,4,0,0
Chris Miller,1987,552,1,21,0,0,0,0
Solomon Miller,1987,0,0,0,0,5,0,0
Michael Morton,1987,0,0,52,1,0,1,0
Anthony Mosley,1987,0,0,80,0,2,0,0
Zeke Mowatt,1987,0,0,0,0,3,0,0
Rick Parros,1987,0,0,32,1,1,0,0
Broderick Sargent,1987,0,0,90,0,2,1,0
Willie Scott,1987,0,0,0,0,5,0,0
Tim Tyrrell,1987,0,0,44,0,6,0,0
Joey Walters,1987,0,0,0,0,5,0,0
David Williams,1987,0,0,0,0,4,0,0
Scott Caldwell,1987,0,0,53,0,4,0,0
Thornton Chandler,1987,0,0,0,0,5,0,0
John Chirico,1987,0,0,22,1,4,1,0
Robert DiRico,1987,0,0,90,0,2,2,0
Mark Herrmann,1987,405,1,-1,0,0,1,0
Haywood Jeffires,1987,0,0,0,0,7,0,0
Joe Jones,1987,0,0,0,0,3,0,0
Blair Kiel,1987,195,1,30,0,0,0,0
Don Kindt,1987,0,0,0,0,5,0,0
Kelvin Martin,1987,0,0,0,0,5,1,0
Joe McIntosh,1987,0,0,11,0,3,0,0
Calvin Muhammad,1987,0,0,0,0,2,0,0
Tony Nathan,1987,0,0,20,0,10,1,0
Mark Nichols,1987,0,0,0,0,7,0,0
Wade Russell,1987,0,0,0,0,2,0,0
Phil Smith,1987,0,0,0,0,3,1,0
Calvin Thomas,1987,0,0,88,0,0,0,0
Dana Wright,1987,0,0,74,0,4,1,0
Steve Bartalo,1987,0,0,30,1,1,0,0
Todd Blackledge,1987,154,1,21,0,0,2,0
Arthur Cox,1987,0,0,0,0,11,2,0
Lin Dawson,1987,0,0,0,0,12,0,0
Herman Fontenot,1987,14,0,33,0,4,0,0
Boyce Green,1987,0,0,77,0,0,0,0
Billy Griggs,1987,0,0,0,0,2,0,0
Keith McKeller,1987,0,0,0,0,9,0,0
David Norrie,1987,376,1,5,0,0,4,0
Barry Redden,1987,0,0,36,0,7,0,0
Matt Suhey,1987,0,0,24,0,7,0,0
Spencer Tillman,1987,0,0,29,1,0,1,0
Clarence Verdin,1987,0,0,14,0,2,0,0
Carl Woods,1987,0,0,20,1,0,0,0
Eric Bailey,1987,0,0,0,0,8,0,0
Fred Banks,1987,0,0,0,0,1,0,0
Mark Bellini,1987,0,0,0,0,5,0,0
Carl Bland,1987,0,0,0,0,2,0,0
Mark Boyer,1987,0,0,0,0,10,0,0
Reggie Branch,1987,0,0,9,1,0,0,0
Eric Brown,1987,0,0,0,0,5,0,0
Topper Clemons,1987,0,0,0,0,1,0,0
Wayne Coffey,1987,0,0,0,0,3,0,0
Doug DuBose,1987,0,0,33,0,4,0,0
Preston Gothard,1987,0,0,0,0,2,0,0
Russell Hairston,1987,0,0,0,0,2,1,0
Shawn Halloran,1987,263,0,-9,0,0,1,0
Bruce Hansen,1987,0,0,44,0,1,0,0
Ira Hillary,1987,0,0,0,0,5,0,0
Mark Konecny,1987,0,0,46,0,6,0,0
Eric Lane,1987,0,0,40,0,4,0,0
Randall Morris,1987,0,0,71,0,0,0,0
Ken O'Neal,1987,0,0,0,0,3,0,0
Dameon Reilly,1987,0,0,0,0,5,0,0
Frank Seurer,1987,340,0,33,0,0,2,0
Willie Smith,1987,0,0,0,0,2,0,0
Jo-Jo Townsell,1987,0,0,-2,0,4,3,0
Jeff Van Raaphorst,1987,174,1,6,0,0,1,0
Clarence Bailey,1987,0,0,55,0,0,0,0
Jim Crocicchia,1987,89,1,5,0,0,2,0
Tony Gladney,1987,0,0,0,0,4,0,0
Andre Hardy,1987,0,0,48,0,1,0,0
Billy Johnson,1987,0,0,0,0,8,2,0
Tim Kearse,1987,0,0,0,0,3,0,0
Ken Knapczyk,1987,0,0,0,0,4,0,0
Chris McLemore,1987,0,0,58,0,2,1,0
Freddie Parker,1987,0,0,33,0,3,0,0
Mario Perry,1987,0,0,0,0,1,0,0
John Reaves,1987,83,1,0,0,0,1,0
Dan Rice,1987,0,0,59,0,0,0,0
Patrick Scott,1987,0,0,2,0,8,2,0
Vai Sikahema,1987,0,0,0,0,0,0,0
Steve Smith,1987,0,0,18,0,3,0,0
Dave Walter,1987,113,0,70,0,0,6,0
Arthur Wells,1987,0,0,0,0,0,0,0
Mitch Andrews,1987,0,0,0,0,4,0,0
Steve Bradley,1987,77,2,-3,0,0,0,0
Adrian Breen,1987,9,1,18,0,0,1,0
Tony Dollinger,1987,0,0,22,0,3,0,0
Steve Finch,1987,0,0,0,0,3,0,0
Dennis Gadbois,1987,0,0,0,0,3,0,0
Jim Gustafson,1987,0,0,-2,0,4,0,0
Rob Harrison,1987,0,0,49,0,2,2,0
Harry Holt,1987,0,0,0,0,7,1,0
Vyto Kab,1987,0,0,0,0,5,0,0
Dave Montagne,1987,0,0,0,0,5,0,0
Rickey Parks,1987,0,0,0,0,3,0,0
Marquis Pleasant,1987,0,0,0,0,2,0,0
Jay Repko,1987,0,0,0,0,5,0,0
Jeff Rodenberger,1987,0,0,35,0,2,0,0
Tag Rome,1987,0,0,0,0,6,0,0
Lawrence Sampleton,1987,0,0,0,0,8,1,0
Todd Spencer,1987,0,0,24,0,2,2,0
Tony Sweet,1987,0,0,0,0,3,0,0
Ron Wheeler,1987,0,0,0,0,3,1,0
John Brandes,1987,0,0,0,0,5,0,0
Laron Brown,1987,0,0,0,0,4,0,0
Mike Caterbone,1987,0,0,0,0,2,1,0
Robert Clark,1987,0,0,0,0,3,0,0
Chris Darrington,1987,0,0,0,0,1,0,0
Elgin Davis,1987,0,0,43,0,0,0,0
Larry Emery,1987,0,0,5,0,5,0,0
Charles Gladman,1987,0,0,29,0,2,0,0
Leon Gonzalez,1987,0,0,0,0,3,0,0
Norm Granger,1987,0,0,12,0,2,1,0
Jim Harbaugh,1987,62,0,15,0,0,0,0
Greg Hawthorne,1987,0,0,0,0,3,0,0
Kevin Ingram,1987,5,1,14,0,0,2,0
Brent Jones,1987,0,0,0,0,2,0,0
Ricky Moore,1987,0,0,22,0,3,0,0
Terry Orr,1987,0,0,0,0,3,0,0
Bernard Quarles,1987,40,1,8,0,0,0,0
Eric Riley,1987,0,0,0,0,4,0,0
Malcolm Scott,1987,0,0,0,0,6,0,0
Johnny Shepherd,1987,0,0,42,0,1,0,0
John Trahan,1987,0,0,0,0,4,0,0
Timmie Ware,1987,0,0,0,0,2,0,0
Don Warren,1987,0,0,0,0,7,0,0
Lee Weigel,1987,0,0,26,0,1,0,0
Gerald White,1987,0,0,-4,0,5,0,0
Walt Arnold,1987,0,0,0,0,3,0,0
Ken Bell,1987,0,0,43,0,1,2,0
Brant Bengen,1987,0,0,0,0,2,0,0
Tony Burse,1987,0,0,36,0,0,1,0
Joe Caravello,1987,0,0,0,0,2,0,0
Phil Frye,1987,0,0,4,0,3,0,0
Willie Gillespie,1987,0,0,0,0,2,0,0
Frank Hawkins,1987,0,0,24,0,1,0,0
Jessie Hester,1987,0,0,0,0,1,0,0
Mark Ingram,1987,0,0,0,0,2,0,0
Bruce King,1987,0,0,28,0,1,0,0
Stein Koss,1987,0,0,0,0,2,0,0
Ken Lacy,1987,0,0,49,0,0,2,0
Greg Meehan,1987,0,0,19,0,3,1,0
Gary Mullen,1987,0,0,0,0,2,0,0
Sean Payton,1987,79,0,28,0,0,1,0
Woodie Pippens,1987,0,0,16,0,2,0,0
Sebron Spivey,1987,0,0,0,0,2,0,0
Don Strock,1987,114,0,0,0,0,0,0
Adam Walker,1987,0,0,24,0,2,0,0
Derwin Williams,1987,0,0,0,0,3,0,0
Leonard Williams,1987,0,0,25,0,1,0,0
Brett Wilson,1987,0,0,16,0,2,0,0
Al Wolden,1987,0,0,8,0,1,0,0
Ottis Anderson,1987,0,0,6,0,2,0,0
Earl Beecham,1987,0,0,22,0,0,0,0
Reggie Bynum,1987,0,0,0,0,2,0,0
Eric Cobble,1987,0,0,23,0,0,0,0
Darrell Colbert,1987,0,0,0,0,3,0,0
Ron Daugherty,1987,0,0,0,0,2,0,0
Dwayne Dixon,1987,0,0,0,0,1,0,0
Stacey Driver,1987,0,0,31,0,0,1,0
Richard Estell,1987,0,0,0,0,3,0,0
Terrence Flagler,1987,0,0,11,0,2,2,0
Derrick Foster,1987,0,0,9,0,1,0,0
Todd Frain,1987,0,0,0,0,2,0,0
Brian Glasgow,1987,0,0,0,0,2,0,0
Derrick Harden,1987,0,0,0,0,2,1,0
Frank Harris,1987,0,0,23,0,0,0,0
Sam Harrell,1987,0,0,8,0,3,1,0
Steve Harris,1987,0,0,3,0,2,0,0
Marty Horn,1987,68,0,0,0,0,1,0
Garland Jean-Batiste,1987,0,0,18,0,0,0,0
E.J. Jones,1987,0,0,7,0,3,0,0
Dan Land,1987,0,0,20,0,0,0,0
Brian McClure,1987,181,0,4,0,0,0,0
Alvin Moore,1987,0,0,15,0,0,0,0
Leonard Moore,1987,0,0,11,0,1,0,0
Larry Morris,1987,0,0,18,0,0,0,0
Kenny Nash,1987,0,0,0,0,2,0,0
Terry Nugent,1987,47,0,1,0,0,0,0
Kaulana Park,1987,0,0,11,0,1,0,0
Steve Pierce,1987,0,0,0,0,2,0,0
Corn Redick,1987,0,0,0,0,1,0,0
Tony Robinson,1987,152,0,0,0,0,0,0
Gene Taylor,1987,0,0,0,0,2,0,0
Andre Thomas,1987,0,0,4,0,2,0,0
Keith Tinsley,1987,0,0,0,0,1,0,0
Willie Totten,1987,155,2,11,0,0,9,0
Ira Valentine,1987,0,0,10,0,2,0,0
Dwight Walker,1987,0,0,0,0,2,0,0
Mark Wheeler,1987,0,0,0,0,2,0,0
Mark Witte,1987,0,0,0,0,1,0,0
David Archer,1987,95,0,8,0,0,0,0
Veno Belk,1987,0,0,0,0,1,0,0
Ben Bennett,1987,25,0,17,0,0,0,0
Cliff Benson,1987,0,0,0,0,2,0,0
Sam Bowers,1987,0,0,0,0,1,0,0
Jim Browne,1987,0,0,1,0,2,0,0
Tom Brown,1987,0,0,0,0,0,0,0
Steve Bryant,1987,0,0,0,0,1,0,0
Jerry Butler,1987,0,0,1,0,2,0,0
Steve Carter,1987,0,0,0,0,1,0,0
Joe Chetti,1987,0,0,0,0,1,0,0
Darryl Clark,1987,0,0,11,0,0,0,0
Charles Coleman,1987,0,0,0,0,1,0,0
Jaime Covington,1987,0,0,0,0,1,0,0
Glenn Dennison,1987,0,0,0,0,2,0,0
Fred DiRenzo,1987,0,0,5,0,0,0,0
Chris Dressel,1987,0,0,0,0,1,0,0
Donald Evans,1987,0,0,10,0,0,0,0
John Evans,1987,0,0,0,0,1,0,0
George Farmer,1987,0,0,0,0,1,0,0
Todd Fowler,1987,0,0,0,0,1,0,0
Byron Franklin,1987,0,0,0,0,1,0,0
Derrick Gaffney,1987,0,0,0,0,1,0,0
Willie Gillus,1987,28,0,0,0,0,0,0
William Harris,1987,0,0,0,0,1,0,0
Bernard Henry,1987,0,0,0,0,1,0,0
Walter Holman,1987,0,0,7,0,0,0,0
Arrike James,1987,0,0,0,0,1,0,0
Craig James,1987,0,0,10,0,0,0,0
Kelley Johnson,1987,0,0,0,0,1,1,0
Richard Johnson,1987,0,0,0,0,1,0,0
Chris Kelley,1987,0,0,0,0,0,0,0
Nick Kowgios,1987,0,0,2,0,1,0,0
Robert Lavette,1987,0,0,0,0,1,0,0
Dave Little,1987,0,0,0,0,1,0,0
Ken Margerum,1987,0,0,0,0,1,0,0
Marc May,1987,0,0,0,0,1,1,0
Monte McGuire,1987,23,0,0,0,0,0,0
Chuck McSwain,1987,0,0,23,0,0,1,0
Bobby Morse,1987,0,0,14,0,1,1,0
Mike Mularkey,1987,0,0,0,0,1,0,0
Tony Paige,1987,0,0,13,0,2,0,0
Russell Payne,1987,0,0,0,0,1,0,0
Clay Pickering,1987,0,0,0,0,1,0,0
Dan Reeder,1987,0,0,8,0,0,0,0
Pete Roth,1987,0,0,10,0,0,0,0
Ed Schenk,1987,0,0,0,0,1,0,0
Chuck Scott,1987,0,0,0,0,1,0,0
Dan Sharp,1987,0,0,0,0,2,0,0
Jimmy Smith,1987,0,0,13,0,0,0,0
Loren Snyder,1987,44,0,0,0,0,1,0
Anthony Steels,1987,0,0,3,0,1,0,0
John Sterling,1987,0,0,20,0,0,1,0
Ralph Stockemer,1987,0,0,2,0,1,0,0
Curtland Thomas,1987,0,0,0,0,1,0,0
David Verser,1987,0,0,9,0,0,0,0
Louis Watson,1987,0,0,0,0,1,0,0
Remi Watson,1987,0,0,0,0,1,0,0
Alonzo Williams,1987,0,0,9,0,0,0,0
Theo Young,1987,0,0,0,0,2,0,0
Jim Zorn,1987,199,0,4,0,0,3,0
Beau Almodobar,1987,0,0,0,0,0,0,0
Mel Anderson,1987,0,0,0,0,0,0,0
Roy Banks,1987,0,0,0,0,0,0,0
Marion Barber Jr.,1987,0,0,0,0,0,0,0
Clayton Beauford,1987,0,0,0,0,0,0,0
Jesse Bendross,1987,0,0,0,0,0,0,0
Frank Bianchini,1987,0,0,0,0,0,0,0
Keiron Bigby,1987,0,0,0,0,0,0,0
Todd Black,1987,0,0,0,0,0,0,0
Greg Boone,1987,0,0,2,0,0,0,0
Rich Borresen,1987,0,0,0,0,0,0,0
Ken Brown,1987,0,0,0,0,0,0,0
Larry Brown,1987,0,0,0,0,0,0,0
Ray Brown,1987,0,0,0,0,0,0,0
Cullen Bryant,1987,0,0,2,0,0,0,0
Joe Burke,1987,0,0,0,0,0,0,0
Brian Carey,1987,0,0,0,0,0,0,0
Mel Carver,1987,0,0,3,0,0,0,0
Matt Cavanaugh,1987,0,0,-2,0,0,0,0
Louis Clark,1987,0,0,0,0,0,0,0
Spark Clark,1987,0,0,0,0,0,0,0
Clarence Collins,1987,0,0,0,0,0,0,0
Kelly Cook,1987,0,0,3,0,0,0,0
Chris Corley,1987,0,0,0,0,0,0,0
Vince Courville,1987,0,0,0,0,0,0,0
Charles Crawford,1987,0,0,0,0,0,0,0
Mike Crawford,1987,0,0,0,0,0,0,0
Mack Cummings,1987,0,0,0,0,0,0,0
Mitch Daum,1987,0,0,0,0,0,0,0
Bruce Davis,1987,0,0,0,0,0,0,0
Johnny Davis,1987,0,0,7,0,0,1,0
Jerry Diorio,1987,0,0,0,0,0,0,0
K.D. Dunn,1987,0,0,0,0,0,0,0
Scott Eccles,1987,0,0,0,0,0,0,0
Donnie Echols,1987,0,0,0,0,0,0,0
Clifton Eley,1987,0,0,0,0,0,0,0
Jon Embree,1987,0,0,0,0,0,0,0
James Evans,1987,0,0,0,0,0,0,0
Russell Evans,1987,0,0,0,0,0,0,0
Ron Fazio,1987,0,0,0,0,0,0,0
Todd Feldman,1987,0,0,0,0,0,0,0
Kevin Ferguson,1987,0,0,0,0,0,0,0
Kevin Fitzgerald,1987,0,0,0,0,0,0,0
Brendan Folmar,1987,0,0,0,0,0,0,0
Steve Folsom,1987,0,0,0,0,0,0,0
Moses Ford,1987,0,0,0,0,0,0,0
Arnold Franklin,1987,0,0,0,0,0,0,0
Pat Franklin,1987,0,0,0,0,0,0,0
Owen Gill,1987,0,0,0,0,0,0,0
Don Goodman,1987,0,0,0,0,0,0,0
Darren Gottschalk,1987,0,0,0,0,0,0,0
Sam Graddy,1987,0,0,0,0,0,0,0
Stephen Griffin,1987,0,0,0,0,0,0,0
Steve Griffin,1987,0,0,0,0,0,0,0
Joey Hackett,1987,0,0,0,0,0,0,0
Mike Hagen,1987,0,0,3,0,0,0,0
Kris Haines,1987,0,0,0,0,0,0,0
Kwante Hampton,1987,0,0,0,0,0,0,0
Herbert Harris,1987,0,0,0,0,0,0,0
Vic Harrison,1987,0,0,0,0,0,0,0
Allen Harvin,1987,0,0,0,0,0,0,0
Tim Hendrix,1987,0,0,0,0,0,0,0
Thomas Henley,1987,0,0,0,0,0,0,0
Eric Hodges,1987,0,0,0,0,0,0,0
Derek Holloway,1987,0,0,0,0,0,0,0
Melvin Hoover,1987,0,0,0,0,0,0,0
Tony Hunter,1987,0,0,0,0,0,0,0
David Jackson,1987,0,0,0,0,0,0,0
Craig Jay,1987,0,0,0,0,0,0,0
Curtis Jeffries,1987,0,0,0,0,0,0,0
Gilvanni Johnson,1987,0,0,0,0,0,0,0
Herbert Johnson,1987,0,0,0,0,0,0,0
Nate Johnson,1987,0,0,0,0,0,0,0
Ron Johnson,1987,0,0,0,0,0,0,0
Anthony Jones,1987,0,0,0,0,0,0,0
Kirk Jones,1987,0,0,0,0,0,0,0
Bob Keseday,1987,0,0,0,0,0,0,0
Keith Kidd,1987,0,0,0,0,0,0,0
Terry LeCount,1987,0,0,0,0,0,0,0
Zeph Lee,1987,0,0,0,0,0,0,0
Keith Lester,1987,0,0,0,0,0,0,0
Mark Lewis,1987,0,0,0,0,0,0,0
Kerry Locklin,1987,0,0,0,0,0,0,0
Wade Lockett,1987,0,0,0,0,0,0,0
Warren Loving,1987,0,0,0,0,0,0,0
Warren Marshall,1987,0,0,0,0,0,0,0
Tracy Martin,1987,0,0,0,0,0,0,0
Adrian McBride,1987,0,0,0,0,0,0,0
Mike McCloskey,1987,0,0,0,0,0,0,0
Ron Middleton,1987,0,0,0,0,1,0,0
Jeff Modesitt,1987,0,0,0,0,0,0,0
Tim Newman,1987,0,0,0,0,0,0,0
Don Noble,1987,0,0,0,0,0,0,0
John O'Callaghan,1987,0,0,0,0,0,0,0
Darryl Oliver,1987,0,0,0,0,1,0,0
Keith Ortego,1987,0,0,0,0,0,0,0
Mike Pagel,1987,0,0,0,0,0,0,0
Mike Panepinto,1987,0,0,0,0,0,0,0
Andy Parker,1987,0,0,0,0,0,0,0
Jeff Parks,1987,0,0,0,0,0,0,0
Joe Phillips,1987,0,0,0,0,0,0,0
Shelley Poole,1987,0,0,0,0,0,0,0
Kerry Porter,1987,0,0,0,0,0,0,0
Jeff Powell,1987,0,0,0,0,0,0,0
Floyd Raglin,1987,0,0,0,0,0,0,0
Derrick Ramsey,1987,0,0,0,0,0,0,0
Alan Reid,1987,0,0,0,0,0,0,0
Jim Riggs,1987,0,0,0,0,0,0,0
Bobby Riley,1987,0,0,0,0,0,0,0
Tim Riordan,1987,0,0,3,0,0,0,0
Dave Romasko,1987,0,0,0,0,0,0,0
Joe Rose,1987,0,0,0,0,0,0,0
Ken Sager,1987,0,0,0,0,0,0,0
Turk Schonert,1987,0,0,0,0,0,0,0
Warren Seitz,1987,0,0,0,0,0,0,0
Stanley Shakespeare,1987,0,0,0,0,0,0,0
Derrick Shepard,1987,0,0,0,0,0,0,0
James Shibest,1987,0,0,0,0,0,0,0
Eric Sievers,1987,0,0,0,0,0,0,0
Rich Siler,1987,0,0,0,0,0,0,0
Joe Silipo,1987,0,0,0,0,0,0,0
Reggie Sims,1987,0,0,0,0,0,0,0
Wes Smith,1987,0,0,0,0,0,0,0
Donald Snell,1987,0,0,0,0,0,0,0
Chad Stark,1987,0,0,0,0,0,0,0
Cliff Stoudt,1987,0,0,-2,0,0,0,0
Wilbur Strozier,1987,0,0,0,0,0,0,0
George Swarn,1987,0,0,0,0,0,0,0
Bob Thompson,1987,0,0,0,0,0,0,0
Derrick Thomas,1987,0,0,2,0,0,0,0
Joe Thomas,1987,0,0,0,0,0,0,0
Casey Tiumalu,1987,0,0,0,0,0,0,0
Dave Truitt,1987,0,0,0,0,0,0,0
Travis Tucker,1987,0,0,0,0,0,0,0
Maurice Turner,1987,0,0,0,0,0,0,0
Willie Turral,1987,0,0,0,0,0,0,0
Rodney Tweet,1987,0,0,0,0,0,0,0
Herkie Walls,1987,0,0,0,0,1,1,0
Riley Walton,1987,0,0,0,0,0,0,0
Mike Wells,1987,0,0,0,0,0,0,0
Lawrence White,1987,0,0,0,0,0,0,0
Gary Wilkins,1987,0,0,0,0,0,0,0
Jim Williams,1987,0,0,0,0,0,0,0
Joel Williams,1987,0,0,0,0,0,0,0
Marv Williams,1987,0,0,0,0,0,0,0
Ricky Williams,1987,0,0,0,0,0,0,0
Scott Woolf,1987,0,0,0,0,0,0,0
Glen Young,1987,0,0,0,0,0,0,0
Geno Zimmerlink,1987,0,0,0,0,0,0,0
Ed Blount,1987,0,0,0,0,0,1,0
Ralph Britt,1987,0,0,0,0,0,1,0
Darryl Clack,1987,0,0,0,0,0,1,0
Bobby Joe Edmonds,1987,0,0,0,0,0,1,0
Alex Espinoza,1987,69,0,5,0,0,0,0
Rich Gannon,1987,18,0,0,0,0,0,0
Doug Hudson,1987,0,0,0,0,0,1,0
Guido Merkens,1987,70,0,-8,0,0,3,0
Hugh Millen,1987,0,0,0,0,0,1,0
Greg Richardson,1987,0,0,0,0,0,1,0
Reggie Smith,1987,0,0,0,0,0,1,0
Mark Walczak,1987,0,0,0,0,0,1,0
Todd Whitten,1987,0,0,-6,0,0,0,0
Chris Woods,1987,0,0,0,0,1,2,0
Eric Yarber,1987,0,0,0,0,1,1,0
Ken Zachary,1987,0,0,3,0,0,1,0
Walter Briggs,1987,0,0,4,0,0,0,0
Michael Clemons,1987,0,0,7,0,0,3,0
Sam Johnson,1987,0,0,0,0,0,2,0
Dan Manucci,1987,68,0,6,0,0,1,0
Dean May,1987,0,0,-4,0,0,0,0
Larry Miller,1987,2,0,-1,0,0,0,0
Mark Miller,1987,9,0,0,0,0,0,0
Sean Salisbury,1987,68,0,0,0,0,1,0
Scott Stankavage,1987,8,0,0,0,0,0,0
Steve Tasker,1987,0,0,0,0,0,2,0
Gary Kubiak,1987,25,0,3,0,0,0,0
Mark Vlasic,1987,8,0,0,0,0,1,0
Bubby Brister,1987,20,0,0,0,0,0,0
Scott Schwedes,1987,0,0,0,0,0,7,0
Eric Dickerson,1988,0,0,1659,14,36,5,153
Randall Cunningham,1988,3808,24,624,6,0,12,129
Roger Craig,1988,0,0,1502,9,76,8,120
Herschel Walker,1988,0,0,1514,5,53,6,103
Greg Bell,1988,0,0,1212,16,24,6,100
Henry Ellard,1988,0,0,7,0,86,3,91
Jerry Rice,1988,14,0,107,1,64,2,89
Mark Clayton,1988,0,0,4,0,86,0,89
Ricky Sanders,1988,0,0,14,0,73,0,80
Boomer Esiason,1988,3572,28,248,1,0,5,79
Jim Everett,1988,3964,31,104,0,0,7,77
Neal Anderson,1988,0,0,1106,12,39,8,76
Ickey Woods,1988,0,0,1066,15,21,8,73
Eddie Brown,1988,0,0,-5,0,53,1,71
James Brooks,1988,0,0,931,8,29,1,70
John Settle,1988,0,0,1024,7,68,3,69
Drew Hill,1988,0,0,0,0,72,0,66
Keith Jackson,1988,0,0,0,0,81,3,64
John Williams,1988,0,0,877,4,58,0,60
Dan Marino,1988,4434,28,-17,0,0,10,58
Mickey Shuler,1988,0,0,0,0,70,1,54
Anthony Carter,1988,0,0,41,0,72,1,53
Curt Warner,1988,0,0,1025,10,22,5,50
Steve Jordan,1988,0,0,0,0,57,2,48
Bruce Hill,1988,0,0,-11,0,58,2,46
Roy Green,1988,0,0,1,0,68,0,43
Keith Byars,1988,0,0,517,6,72,5,42
Eric Martin,1988,0,0,12,0,85,2,41
Louis Lipps,1988,13,1,129,1,50,2,38
Earl Ferrell,1988,0,0,924,7,38,7,36
Mark Bavaro,1988,0,0,0,0,53,1,35
Mike Rozier,1988,0,0,1002,10,11,7,34
Phil Simms,1988,3359,21,152,0,0,7,31
Andre Reed,1988,0,0,64,0,71,1,30
Neil Lomax,1988,3395,20,55,1,0,5,27
Freeman McNeil,1988,0,0,944,6,34,3,27
Al Toon,1988,0,0,5,0,93,2,27
Joe Montana,1988,2981,18,132,3,0,3,26
Jay Novacek,1988,0,0,10,0,38,0,26
Pete Holohan,1988,0,0,0,0,59,1,26
Marcus Allen,1988,21,0,831,7,34,5,22
Stephone Paige,1988,0,0,0,0,61,2,22
Gary Clark,1988,0,0,6,0,59,2,21
Art Monk,1988,0,0,46,0,72,0,21
Ernest Givins,1988,0,0,26,0,60,1,21
Steve Pelluer,1988,3139,17,314,2,0,6,20
Lionel Manuel,1988,0,0,27,0,65,1,20
Dalton Hilliard,1988,27,1,823,5,34,3,19
John Stephens,1988,0,0,1168,4,14,3,18
J.T. Smith,1988,0,0,15,0,83,4,18
Reggie Langhorne,1988,0,0,26,1,57,3,17
Mark Carrier,1988,0,0,0,0,57,2,17
Damone Johnson,1988,0,0,0,0,42,0,16
Ferrell Edmunds,1988,0,0,-8,0,33,4,15
Joe Morris,1988,0,0,1083,5,22,7,13
Robb Riddick,1988,31,0,438,12,30,3,13
Rodney Holman,1988,0,0,0,0,39,2,13
Robert Awalt,1988,0,0,0,0,39,1,13
Merril Hoge,1988,0,0,705,3,50,8,12
Mark Jackson,1988,0,0,5,0,46,1,12
John Elway,1988,3309,17,234,1,0,7,11
Vance Johnson,1988,0,0,1,0,68,0,11
Cris Carter,1988,0,0,1,0,39,0,10
Brian Blades,1988,0,0,24,0,40,1,9
Gary Anderson,1988,0,0,1119,3,32,5,8
Tim Brown,1988,0,0,50,1,43,5,6
Ray Alexander,1988,0,0,0,0,54,0,6
Earnest Byner,1988,0,0,576,3,59,5,5
Clarence Kay,1988,0,0,0,0,34,1,3
Warren Moon,1988,2327,17,88,5,0,8,2
Bobby Hebert,1988,3156,20,79,0,2,9,2
Johnny Hector,1988,0,0,561,10,26,3,2
Lonzell Hill,1988,0,0,7,0,66,3,2
Bill Brooks,1988,0,0,62,0,54,1,1
Wade Wilson,1988,2746,15,136,2,0,4,0
Jim Kelly,1988,3380,15,154,0,1,5,0
Bubby Brister,1988,2634,11,209,6,0,8,0
Steve DeBerg,1988,2935,16,30,1,0,1,0
Ken O'Brien,1988,2567,15,25,0,0,11,0
Doug Williams,1988,2609,15,0,1,0,6,0
Paul Palmer,1988,0,0,452,2,53,7,0
Lorenzo Hampton,1988,0,0,414,9,23,2,0
Garry James,1988,0,0,552,5,39,3,0
Kelvin Bryant,1988,0,0,498,1,42,3,0
Dave Krieg,1988,1741,18,64,0,0,6,0
Chris Miller,1988,2133,11,138,1,0,2,0
Vinny Testaverde,1988,3240,13,138,1,0,8,0
Don Majkowski,1988,2119,9,225,1,0,8,0
Stump Mitchell,1988,0,0,726,4,25,6,0
Mark Rypien,1988,1730,18,31,1,0,6,0
Allen Pinkett,1988,0,0,513,7,12,2,0
Thurman Thomas,1988,0,0,881,2,18,9,0
Tony Dorsett,1988,7,1,703,5,16,6,0
Jay Schroeder,1988,1839,13,109,1,0,6,0
Hassan Jones,1988,0,0,7,0,40,0,0
Stephen Baker,1988,0,0,0,0,40,0,0
Bernie Kosar,1988,1890,10,-1,1,0,0,0
